table_row_number	source_sheet_row_numbers	raw_key_set	chain_selector_set	chain_symbol_path	mumuy_primary_term_candidates	mumuy_term_set	our_official_or_fallback_male	our_daily_folk_1st_candidate_male	our_daily_folk_others_male	our_is_exact_match_male	our_official_or_fallback_female	our_daily_folk_1st_candidate_female	our_daily_folk_others_female	our_is_exact_match_female	notes	our_candidate_display	our_judgment
262	491	s,d,s,d	s,d,s,d	S.D.S.D	曾外曾孙女	曾外曾孙女	自己→第4代晚輩(子系女)	玄孫女 | 元孫女		True	自己→第4代晚輩(子系女)	玄孫女 | 元孫女		True		玄孫女	拒收：玄孫女
263	492	s,d,s,d,h	s,d,s,d,h	S.D.S.D.SP	曾外曾孙女婿	曾外曾孙女婿	自己→第4代晚輩(子系女)→配偶	玄孫婿 | 玄孫女婿		True	自己→第4代晚輩(子系女)→配偶	玄孫婿 | 玄孫女婿		True		玄孫婿	拒收：玄孫婿
264	489	s,d,s,s	s,d,s,s	S.D.S.S	曾外曾孙	曾外曾孙	自己→第4代晚輩(子系男)	玄孫子 | 重重孫|玄孫|元孫		True	自己→第4代晚輩(子系男)	玄孫子 | 重重孫|玄孫|元孫		True		玄孫子	拒收：玄孫子
265	490	s,d,s,s,w	s,d,s,s,w	S.D.S.S.SP	曾外曾孙媳妇	曾外曾孙媳妇	自己→第4代晚輩(子系男)→配偶	玄孫媳 | 玄孫媳婦		True	自己→第4代晚輩(子系男)→配偶	玄孫媳 | 玄孫媳婦		True		玄孫媳	拒收：玄孫媳
266	488	s,d,s,w	s,d,s,w	S.D.S.SP	曾外孙媳妇	曾外孙媳妇	自己→第3代晚輩(子系男)→配偶	曾外孫媳		True	自己→第3代晚輩(子系男)→配偶	曾外孫媳		True		曾外孫媳	可接受簡寫：曾外孫媳
267	486	s,d,h	s,d,h	S.D.SP	孙女婿	孙女婿 | 孙婿 | 孙郎 | 孙息婿	自己→第2代晚輩(子系女)→配偶	孫婿 | 孫女婿		True	自己→第2代晚輩(子系女)→配偶	孫婿 | 孫女婿		True		孫婿	一致
268	407	s,s	s,s	S.S	孙子	孙子 | 孙男 | 孙男儿 | 孙儿 | 长孙 | 嗣孙 | 孙仔 | 孙囝 | 孙娃子 | 孙伢子 | 二世孙	自己→第2代晚輩(子系男)	孫子 | 孫兒|孫仔|孫囝|孫娃子|孫伢子|孫男|嗣孫		True	自己→第2代晚輩(子系男)	孫子 | 孫兒|孫仔|孫囝|孫娃子|孫伢子|孫男|嗣孫		True		孫子	一致
269	479	s,s,d	s,s,d	S.S.D	曾孙女	曾孙女 | 重孙女 | 息女	自己→第3代晚輩(子系女)	曾孫女 | 重孫女		True	自己→第3代晚輩(子系女)	曾孫女 | 重孫女		True		曾孫女	一致
270	483	s,s,d,d	s,s,d,d	S.S.D.D	玄外孙女	玄外孙女	自己→第4代晚輩(子系女)	玄外孫女		True	自己→第4代晚輩(子系女)	玄外孫女		True		玄外孫女	一致
271	484	s,s,d,d,h	s,s,d,d,h	S.S.D.D.SP	玄外孙女婿	玄外孙女婿	自己→第4代晚輩(子系女)→配偶	玄外孫婿		True	自己→第4代晚輩(子系女)→配偶	玄外孫婿		True		玄外孫婿	可接受簡寫：玄外孫婿
272	481	s,s,d,s	s,s,d,s	S.S.D.S	玄外孙	玄外孙	自己→第4代晚輩(子系男)	玄外孫子		True	自己→第4代晚輩(子系男)	玄外孫子		True		玄外孫子	可接受簡寫：玄外孫子
273	482	s,s,d,s,w	s,s,d,s,w	S.S.D.S.SP	玄外孙媳妇	玄外孙媳妇	自己→第4代晚輩(子系男)→配偶	玄外孫媳		True	自己→第4代晚輩(子系男)→配偶	玄外孫媳		True		玄外孫媳	可接受簡寫：玄外孫媳
274	480	s,s,d,h	s,s,d,h	S.S.D.SP	曾孙女婿	曾孙女婿	自己→第3代晚輩(子系女)→配偶	曾孫婿 | 曾孫女婿		True	自己→第3代晚輩(子系女)→配偶	曾孫婿 | 曾孫女婿		True		曾孫婿	可接受簡寫：曾孫婿
275	409	s,s,s	s,s,s	S.S.S	曾孙	曾孙 | 曾孙男 | 重孙 | 重孙子 | 息仔 | 三世孙	自己→第3代晚輩(子系男)	曾孫子 | 重孫|重孫子|曾孫		True	自己→第3代晚輩(子系男)	曾孫子 | 重孫|重孫子|曾孫		True		曾孫子	可接受簡寫：曾孫子
276	473	s,s,s,d	s,s,s,d	S.S.S.D	玄孙女	玄孙女 | 元孙女 | 膀孙女	自己→第4代晚輩(子系女)	玄孫女 | 元孫女		True	自己→第4代晚輩(子系女)	玄孫女 | 元孫女		True		玄孫女	一致
277	477	s,s,s,d,d	s,s,s,d,d	S.S.S.D.D	来外孙女	来外孙女	自己→第5代晚輩(子系女)	來外孫女		True	自己→第5代晚輩(子系女)	來外孫女		True		來外孫女	一致
278	478	s,s,s,d,d,h	s,s,s,d,d,h	S.S.S.D.D.SP	来外孙女婿	来外孙女婿	自己→第5代晚輩(子系女)→配偶	來外孫婿		True	自己→第5代晚輩(子系女)→配偶	來外孫婿		True		來外孫婿	可接受簡寫：來外孫婿
279	475	s,s,s,d,s	s,s,s,d,s	S.S.S.D.S	来外孙	来外孙	自己→第5代晚輩(子系男)	來外孫子		True	自己→第5代晚輩(子系男)	來外孫子		True		來外孫子	可接受簡寫：來外孫子
280	476	s,s,s,d,s,w	s,s,s,d,s,w	S.S.S.D.S.SP	来外孙媳妇	来外孙媳妇	自己→第5代晚輩(子系男)→配偶	來外孫媳		True	自己→第5代晚輩(子系男)→配偶	來外孫媳		True		來外孫媳	可接受簡寫：來外孫媳
281	474	s,s,s,d,h	s,s,s,d,h	S.S.S.D.SP	玄孙女婿	玄孙女婿	自己→第4代晚輩(子系女)→配偶	玄孫婿 | 玄孫女婿		True	自己→第4代晚輩(子系女)→配偶	玄孫婿 | 玄孫女婿		True		玄孫婿	可接受簡寫：玄孫婿
282	411	s,s,s,s	s,s,s,s	S.S.S.S	玄孙	玄孙 | 元孙 | 膀孙 | 重重孙 | 四世孙	自己→第4代晚輩(子系男)	玄孫子 | 重重孫|玄孫|元孫		True	自己→第4代晚輩(子系男)	玄孫子 | 重重孫|玄孫|元孫		True		玄孫子	可接受簡寫：玄孫子
283	467	s,s,s,s,d	s,s,s,s,d	S.S.S.S.D	来孙女	来孙女	自己→第5代晚輩(子系女)	來孫女		True	自己→第5代晚輩(子系女)	來孫女		True		來孫女	一致
284	471	s,s,s,s,d,d	s,s,s,s,d,d	S.S.S.S.D.D	晜外孙女	晜外孙女	自己→第6代晚輩(子系女)	晜外孫女		True	自己→第6代晚輩(子系女)	晜外孫女		True		晜外孫女	一致
285	472	s,s,s,s,d,d,h	s,s,s,s,d,d,h	S.S.S.S.D.D.SP	晜外孙女婿	晜外孙女婿	自己→第6代晚輩(子系女)→配偶	晜外孫婿		True	自己→第6代晚輩(子系女)→配偶	晜外孫婿		True		晜外孫婿	可接受簡寫：晜外孫婿
286	469	s,s,s,s,d,s	s,s,s,s,d,s	S.S.S.S.D.S	晜外孙	晜外孙	自己→第6代晚輩(子系男)	晜外孫子		True	自己→第6代晚輩(子系男)	晜外孫子		True		晜外孫子	可接受簡寫：晜外孫子
287	470	s,s,s,s,d,s,w	s,s,s,s,d,s,w	S.S.S.S.D.S.SP	晜外孙媳妇	晜外孙媳妇	自己→第6代晚輩(子系男)→配偶	晜外孫媳		True	自己→第6代晚輩(子系男)→配偶	晜外孫媳		True		晜外孫媳	可接受簡寫：晜外孫媳
288	468	s,s,s,s,d,h	s,s,s,s,d,h	S.S.S.S.D.SP	来孙女婿	来孙女婿	自己→第5代晚輩(子系女)→配偶	來孫婿 | 來孫女婿		True	自己→第5代晚輩(子系女)→配偶	來孫婿 | 來孫女婿		True		來孫婿	可接受簡寫：來孫婿
289	413	s,s,s,s,s	s,s,s,s,s	S.S.S.S.S	来孙	来孙 | 五世孙	自己→第5代晚輩(子系男)	來孫子 | 來孫		True	自己→第5代晚輩(子系男)	來孫子 | 來孫		True		來孫子	可接受簡寫：來孫子
290	461	s,s,s,s,s,d	s,s,s,s,s,d	S.S.S.S.S.D	晜孙女	晜孙女	自己→第6代晚輩(子系女)	晜孫女		True	自己→第6代晚輩(子系女)	晜孫女		True		晜孫女	一致
291	465	s,s,s,s,s,d,d	s,s,s,s,s,d,d	S.S.S.S.S.D.D	仍外孙女	仍外孙女	自己→第7代晚輩(子系女)	仍外孫女		True	自己→第7代晚輩(子系女)	仍外孫女		True		仍外孫女	一致
292	466	s,s,s,s,s,d,d,h	s,s,s,s,s,d,d,h	S.S.S.S.S.D.D.SP	仍外孙女婿	仍外孙女婿	自己→第7代晚輩(子系女)→配偶	仍外孫婿		True	自己→第7代晚輩(子系女)→配偶	仍外孫婿		True		仍外孫婿	可接受簡寫：仍外孫婿
293	463	s,s,s,s,s,d,s	s,s,s,s,s,d,s	S.S.S.S.S.D.S	仍外孙	仍外孙	自己→第7代晚輩(子系男)	仍外孫子		True	自己→第7代晚輩(子系男)	仍外孫子		True		仍外孫子	可接受簡寫：仍外孫子
294	464	s,s,s,s,s,d,s,w	s,s,s,s,s,d,s,w	S.S.S.S.S.D.S.SP	仍外孙媳妇	仍外孙媳妇	自己→第7代晚輩(子系男)→配偶	仍外孫媳		True	自己→第7代晚輩(子系男)→配偶	仍外孫媳		True		仍外孫媳	可接受簡寫：仍外孫媳
295	462	s,s,s,s,s,d,h	s,s,s,s,s,d,h	S.S.S.S.S.D.SP	晜孙女婿	晜孙女婿	自己→第6代晚輩(子系女)→配偶	晜孫婿 | 晜孫女婿		True	自己→第6代晚輩(子系女)→配偶	晜孫婿 | 晜孫女婿		True		晜孫婿	可接受簡寫：晜孫婿
296	415	s,s,s,s,s,s	s,s,s,s,s,s	S.S.S.S.S.S	晜孙	晜孙 | 昆孙 | 六世孙	自己→第6代晚輩(子系男)	晜孫子 | 晜孫|昆孫		True	自己→第6代晚輩(子系男)	晜孫子 | 晜孫|昆孫		True		晜孫子	可接受簡寫：晜孫子
297	455	s,s,s,s,s,s,d	s,s,s,s,s,s,d	S.S.S.S.S.S.D	仍孙女	仍孙女 | 礽孙女	自己→第7代晚輩(子系女)	仍孫女		True	自己→第7代晚輩(子系女)	仍孫女		True		仍孫女	一致
298	459	s,s,s,s,s,s,d,d	s,s,s,s,s,s,d,d	S.S.S.S.S.S.D.D	云外孙女	云外孙女	自己→第8代晚輩(子系女)	雲外孫女		True	自己→第8代晚輩(子系女)	雲外孫女		True		雲外孫女	一致
299	460	s,s,s,s,s,s,d,d,h	s,s,s,s,s,s,d,d,h	S.S.S.S.S.S.D.D.SP	云外孙女婿	云外孙女婿	自己→第8代晚輩(子系女)→配偶	雲外孫婿		True	自己→第8代晚輩(子系女)→配偶	雲外孫婿		True		雲外孫婿	可接受簡寫：雲外孫婿
300	457	s,s,s,s,s,s,d,s	s,s,s,s,s,s,d,s	S.S.S.S.S.S.D.S	云外孙	云外孙	自己→第8代晚輩(子系男)	雲外孫子		True	自己→第8代晚輩(子系男)	雲外孫子		True		雲外孫子	可接受簡寫：雲外孫子
301	458	s,s,s,s,s,s,d,s,w	s,s,s,s,s,s,d,s,w	S.S.S.S.S.S.D.S.SP	云外孙媳妇	云外孙媳妇	自己→第8代晚輩(子系男)→配偶	雲外孫媳		True	自己→第8代晚輩(子系男)→配偶	雲外孫媳		True		雲外孫媳	可接受簡寫：雲外孫媳
302	456	s,s,s,s,s,s,d,h	s,s,s,s,s,s,d,h	S.S.S.S.S.S.D.SP	仍孙女婿	仍孙女婿	自己→第7代晚輩(子系女)→配偶	仍孫婿		True	自己→第7代晚輩(子系女)→配偶	仍孫婿		True		仍孫婿	可接受簡寫：仍孫婿
303	417	s,s,s,s,s,s,s	s,s,s,s,s,s,s	S.S.S.S.S.S.S	仍孙	仍孙 | 礽孙 | 七世孙	自己→第7代晚輩(子系男)	仍孫子		True	自己→第7代晚輩(子系男)	仍孫子		True		仍孫子	可接受簡寫：仍孫子
304	449	s,s,s,s,s,s,s,d	s,s,s,s,s,s,s,d	S.S.S.S.S.S.S.D	云孙女	云孙女	自己→第8代晚輩(子系女)	雲孫女		True	自己→第8代晚輩(子系女)	雲孫女		True		雲孫女	一致
305	453	s,s,s,s,s,s,s,d,d	s,s,s,s,s,s,s,d,d	S.S.S.S.S.S.S.D.D	耳外孙女	耳外孙女	自己→第9代晚輩(子系女)	8代外孫女		True	自己→第9代晚輩(子系女)	8代外孫女		True		8代外孫女	拒收：8代外孫女
306	454	s,s,s,s,s,s,s,d,d,h	s,s,s,s,s,s,s,d,d,h	S.S.S.S.S.S.S.D.D.SP	耳外孙女婿	耳外孙女婿	自己→第9代晚輩(子系女)→配偶	8代外孫婿		True	自己→第9代晚輩(子系女)→配偶	8代外孫婿		True		8代外孫婿	拒收：8代外孫婿
307	451	s,s,s,s,s,s,s,d,s	s,s,s,s,s,s,s,d,s	S.S.S.S.S.S.S.D.S	耳外孙	耳外孙	自己→第9代晚輩(子系男)	8代外孫子		True	自己→第9代晚輩(子系男)	8代外孫子		True		8代外孫子	拒收：8代外孫子
308	452	s,s,s,s,s,s,s,d,s,w	s,s,s,s,s,s,s,d,s,w	S.S.S.S.S.S.S.D.S.SP	耳外孙媳妇	耳外孙媳妇	自己→第9代晚輩(子系男)→配偶	8代外孫媳		True	自己→第9代晚輩(子系男)→配偶	8代外孫媳		True		8代外孫媳	拒收：8代外孫媳
309	450	s,s,s,s,s,s,s,d,h	s,s,s,s,s,s,s,d,h	S.S.S.S.S.S.S.D.SP	云孙女婿	云孙女婿	自己→第8代晚輩(子系女)→配偶	雲孫婿		True	自己→第8代晚輩(子系女)→配偶	雲孫婿		True		雲孫婿	可接受簡寫：雲孫婿
310	419	s,s,s,s,s,s,s,s	s,s,s,s,s,s,s,s	S.S.S.S.S.S.S.S	云孙	云孙 | 八世孙	自己→第8代晚輩(子系男)	雲孫子		True	自己→第8代晚輩(子系男)	雲孫子		True		雲孫子	可接受簡寫：雲孫子
311	443	s,s,s,s,s,s,s,s,d	s,s,s,s,s,s,s,s,d	S.S.S.S.S.S.S.S.D	耳孙女	耳孙女	自己→第9代晚輩(子系女)	8代孫女		True	自己→第9代晚輩(子系女)	8代孫女		True		8代孫女	拒收：8代孫女
312	447	s,s,s,s,s,s,s,s,d,d	s,s,s,s,s,s,s,s,d,d	S.S.S.S.S.S.S.S.D.D	弥外孙女	弥外孙女	自己→第10代晚輩(子系女)	9代外孫女		True	自己→第10代晚輩(子系女)	9代外孫女		True		9代外孫女	拒收：9代外孫女
313	448	s,s,s,s,s,s,s,s,d,d,h	s,s,s,s,s,s,s,s,d,d,h	S.S.S.S.S.S.S.S.D.D.SP	弥外孙女婿	弥外孙女婿	自己→第10代晚輩(子系女)→配偶	9代外孫婿		True	自己→第10代晚輩(子系女)→配偶	9代外孫婿		True		9代外孫婿	拒收：9代外孫婿
314	445	s,s,s,s,s,s,s,s,d,s	s,s,s,s,s,s,s,s,d,s	S.S.S.S.S.S.S.S.D.S	弥外孙	弥外孙	自己→第10代晚輩(子系男)	9代外孫子		True	自己→第10代晚輩(子系男)	9代外孫子		True		9代外孫子	拒收：9代外孫子
315	446	s,s,s,s,s,s,s,s,d,s,w	s,s,s,s,s,s,s,s,d,s,w	S.S.S.S.S.S.S.S.D.S.SP	弥外孙媳妇	弥外孙媳妇	自己→第10代晚輩(子系男)→配偶	9代外孫媳		True	自己→第10代晚輩(子系男)→配偶	9代外孫媳		True		9代外孫媳	拒收：9代外孫媳
316	444	s,s,s,s,s,s,s,s,d,h	s,s,s,s,s,s,s,s,d,h	S.S.S.S.S.S.S.S.D.SP	耳孙女婿	耳孙女婿	自己→第9代晚輩(子系女)→配偶	8代孫婿		True	自己→第9代晚輩(子系女)→配偶	8代孫婿		True		8代孫婿	拒收：8代孫婿
317	421	s,s,s,s,s,s,s,s,s	s,s,s,s,s,s,s,s,s	S.S.S.S.S.S.S.S.S	耳孙	耳孙 | 远孙 | 裔孙 | 季孙 | 九世孙	自己→第9代晚輩(子系男)	8代孫子		True	自己→第9代晚輩(子系男)	8代孫子		True		8代孫子	可接受簡寫：8代孫子
318	437	s,s,s,s,s,s,s,s,s,d	s,s,s,s,s,s,s,s,s,d	S.S.S.S.S.S.S.S.S.D	弥孙女	弥孙女	自己→第10代晚輩(子系女)	9代孫女		True	自己→第10代晚輩(子系女)	9代孫女		True		9代孫女	拒收：9代孫女
319	441	s,s,s,s,s,s,s,s,s,d,d	s,s,s,s,s,s,s,s,s,d,d	S.S.S.S.S.S.S.S.S.D.D	胎外孙女	胎外孙女	自己→第11代晚輩(子系女)	10代外孫女		True	自己→第11代晚輩(子系女)	10代外孫女		True		10代外孫女	拒收：10代外孫女
320	442	s,s,s,s,s,s,s,s,s,d,d,h	s,s,s,s,s,s,s,s,s,d,d,h	S.S.S.S.S.S.S.S.S.D.D.SP	胎外孙女婿	胎外孙女婿	自己→第11代晚輩(子系女)→配偶	10代外孫婿		True	自己→第11代晚輩(子系女)→配偶	10代外孫婿		True		10代外孫婿	拒收：10代外孫婿
321	439	s,s,s,s,s,s,s,s,s,d,s	s,s,s,s,s,s,s,s,s,d,s	S.S.S.S.S.S.S.S.S.D.S	胎外孙	胎外孙	自己→第11代晚輩(子系男)	10代外孫子		True	自己→第11代晚輩(子系男)	10代外孫子		True		10代外孫子	拒收：10代外孫子
322	440	s,s,s,s,s,s,s,s,s,d,s,w	s,s,s,s,s,s,s,s,s,d,s,w	S.S.S.S.S.S.S.S.S.D.S.SP	胎外孙媳妇	胎外孙媳妇	自己→第11代晚輩(子系男)→配偶	10代外孫媳		True	自己→第11代晚輩(子系男)→配偶	10代外孫媳		True		10代外孫媳	拒收：10代外孫媳
323	438	s,s,s,s,s,s,s,s,s,d,h	s,s,s,s,s,s,s,s,s,d,h	S.S.S.S.S.S.S.S.S.D.SP	弥孙女婿	弥孙女婿	自己→第10代晚輩(子系女)→配偶	9代孫婿		True	自己→第10代晚輩(子系女)→配偶	9代孫婿		True		9代孫婿	拒收：9代孫婿
324	423	s,s,s,s,s,s,s,s,s,s	s,s,s,s,s,s,s,s,s,s	S.S.S.S.S.S.S.S.S.S	弥孙	弥孙 | 十世孙	自己→第10代晚輩(子系男)	9代孫子		True	自己→第10代晚輩(子系男)	9代孫子		True		9代孫子	可接受簡寫：9代孫子
325	431	s,s,s,s,s,s,s,s,s,s,d	s,s,s,s,s,s,s,s,s,s,d	S.S.S.S.S.S.S.S.S.S.D	胎孙女	胎孙女	自己→第11代晚輩(子系女)	10代孫女		True	自己→第11代晚輩(子系女)	10代孫女		True		10代孫女	拒收：10代孫女
326	435	s,s,s,s,s,s,s,s,s,s,d,d	s,s,s,s,s,s,s,s,s,s,d,d	S.S.S.S.S.S.S.S.S.S.D.D	承外孙女	承外孙女	自己→第12代晚輩(子系女)	11代外孫女		True	自己→第12代晚輩(子系女)	11代外孫女		True		11代外孫女	拒收：11代外孫女
327	436	s,s,s,s,s,s,s,s,s,s,d,d,h	s,s,s,s,s,s,s,s,s,s,d,d,h	S.S.S.S.S.S.S.S.S.S.D.D.SP	承外孙女婿	承外孙女婿	自己→第12代晚輩(子系女)→配偶	11代外孫婿		True	自己→第12代晚輩(子系女)→配偶	11代外孫婿		True		11代外孫婿	拒收：11代外孫婿
328	433	s,s,s,s,s,s,s,s,s,s,d,s	s,s,s,s,s,s,s,s,s,s,d,s	S.S.S.S.S.S.S.S.S.S.D.S	承外孙	承外孙	自己→第12代晚輩(子系男)	11代外孫子		True	自己→第12代晚輩(子系男)	11代外孫子		True		11代外孫子	拒收：11代外孫子
329	434	s,s,s,s,s,s,s,s,s,s,d,s,w	s,s,s,s,s,s,s,s,s,s,d,s,w	S.S.S.S.S.S.S.S.S.S.D.S.SP	承外孙媳妇	承外孙媳妇	自己→第12代晚輩(子系男)→配偶	11代外孫媳		True	自己→第12代晚輩(子系男)→配偶	11代外孫媳		True		11代外孫媳	拒收：11代外孫媳
330	432	s,s,s,s,s,s,s,s,s,s,d,h	s,s,s,s,s,s,s,s,s,s,d,h	S.S.S.S.S.S.S.S.S.S.D.SP	胎孙女婿	胎孙女婿	自己→第11代晚輩(子系女)→配偶	10代孫婿		True	自己→第11代晚輩(子系女)→配偶	10代孫婿		True		10代孫婿	拒收：10代孫婿
331	425	s,s,s,s,s,s,s,s,s,s,s	s,s,s,s,s,s,s,s,s,s,s	S.S.S.S.S.S.S.S.S.S.S	胎孙	胎孙 | 十一世孙	自己→第11代晚輩(子系男)	10代孫子		True	自己→第11代晚輩(子系男)	10代孫子		True		10代孫子	可接受簡寫：10代孫子
332	429	s,s,s,s,s,s,s,s,s,s,s,d	s,s,s,s,s,s,s,s,s,s,s,d	S.S.S.S.S.S.S.S.S.S.S.D	承孙女	承孙女	自己→第12代晚輩(子系女)	11代孫女		True	自己→第12代晚輩(子系女)	11代孫女		True		11代孫女	拒收：11代孫女
333	430	s,s,s,s,s,s,s,s,s,s,s,d,h	s,s,s,s,s,s,s,s,s,s,s,d,h	S.S.S.S.S.S.S.S.S.S.S.D.SP	承孙女婿	承孙女婿	自己→第12代晚輩(子系女)→配偶	11代孫婿		True	自己→第12代晚輩(子系女)→配偶	11代孫婿		True		11代孫婿	拒收：11代孫婿
334	427	s,s,s,s,s,s,s,s,s,s,s,s	s,s,s,s,s,s,s,s,s,s,s,s	S.S.S.S.S.S.S.S.S.S.S.S	承孙	承孙 | 十二世孙	自己→第12代晚輩(子系男)	11代孫子		True	自己→第12代晚輩(子系男)	11代孫子		True		11代孫子	可接受簡寫：11代孫子
335	428	s,s,s,s,s,s,s,s,s,s,s,s,w	s,s,s,s,s,s,s,s,s,s,s,s,w	S.S.S.S.S.S.S.S.S.S.S.S.SP	承孙媳妇	承孙媳妇	自己→第12代晚輩(子系男)→配偶	11代孫媳		True	自己→第12代晚輩(子系男)→配偶	11代孫媳		True		11代孫媳	拒收：11代孫媳
336	426	s,s,s,s,s,s,s,s,s,s,s,w	s,s,s,s,s,s,s,s,s,s,s,w	S.S.S.S.S.S.S.S.S.S.S.SP	胎孙媳妇	胎孙媳妇	自己→第11代晚輩(子系男)→配偶	10代孫媳		True	自己→第11代晚輩(子系男)→配偶	10代孫媳		True		10代孫媳	拒收：10代孫媳
337	424	s,s,s,s,s,s,s,s,s,s,w	s,s,s,s,s,s,s,s,s,s,w	S.S.S.S.S.S.S.S.S.S.SP	弥孙媳妇	弥孙媳妇	自己→第10代晚輩(子系男)→配偶	9代孫媳		True	自己→第10代晚輩(子系男)→配偶	9代孫媳		True		9代孫媳	拒收：9代孫媳
338	422	s,s,s,s,s,s,s,s,s,w	s,s,s,s,s,s,s,s,s,w	S.S.S.S.S.S.S.S.S.SP	耳孙媳妇	耳孙媳妇	自己→第9代晚輩(子系男)→配偶	8代孫媳		True	自己→第9代晚輩(子系男)→配偶	8代孫媳		True		8代孫媳	拒收：8代孫媳
339	420	s,s,s,s,s,s,s,s,w	s,s,s,s,s,s,s,s,w	S.S.S.S.S.S.S.S.SP	云孙媳妇	云孙媳妇	自己→第8代晚輩(子系男)→配偶	雲孫媳		True	自己→第8代晚輩(子系男)→配偶	雲孫媳		True		雲孫媳	可接受簡寫：雲孫媳
340	418	s,s,s,s,s,s,s,w	s,s,s,s,s,s,s,w	S.S.S.S.S.S.S.SP	仍孙媳妇	仍孙媳妇	自己→第7代晚輩(子系男)→配偶	仍孫媳		True	自己→第7代晚輩(子系男)→配偶	仍孫媳		True		仍孫媳	可接受簡寫：仍孫媳
341	416	s,s,s,s,s,s,w	s,s,s,s,s,s,w	S.S.S.S.S.S.SP	晜孙媳妇	晜孙媳妇	自己→第6代晚輩(子系男)→配偶	晜孫媳 | 晜孫媳婦		True	自己→第6代晚輩(子系男)→配偶	晜孫媳 | 晜孫媳婦		True		晜孫媳	可接受簡寫：晜孫媳
342	414	s,s,s,s,s,w	s,s,s,s,s,w	S.S.S.S.S.SP	来孙媳妇	来孙媳妇	自己→第5代晚輩(子系男)→配偶	來孫媳 | 來孫媳婦		True	自己→第5代晚輩(子系男)→配偶	來孫媳 | 來孫媳婦		True		來孫媳	可接受簡寫：來孫媳
343	412	s,s,s,s,w	s,s,s,s,w	S.S.S.S.SP	玄孙媳妇	玄孙媳妇	自己→第4代晚輩(子系男)→配偶	玄孫媳 | 玄孫媳婦		True	自己→第4代晚輩(子系男)→配偶	玄孫媳 | 玄孫媳婦		True		玄孫媳	可接受簡寫：玄孫媳
344	410	s,s,s,w	s,s,s,w	S.S.S.SP	曾孙妇	曾孙妇 | 重孙媳妇	自己→第3代晚輩(子系男)→配偶	曾孫媳 | 重孫媳婦|曾孫婦		True	自己→第3代晚輩(子系男)→配偶	曾孫媳 | 重孫媳婦|曾孫婦		True		曾孫媳	可接受簡寫：曾孫媳
345	408	s,s,w	s,s,w	S.S.SP	孙媳妇	孙媳妇 | 孙媳 | 孙妇 | 孙息妇 | 孙新妇	自己→第2代晚輩(子系男)→配偶	孫媳 | 孫媳婦|孫新婦|孫婦		True	自己→第2代晚輩(子系男)→配偶	孫媳 | 孫媳婦|孫新婦|孫婦		True		孫媳	一致
346	386	s,w	s,w	S.SP	儿媳	儿媳 | 儿媳妇 | 息妇儿 | 儿媳妇儿 | 新妇 | 新妇囝 | 心抱 | 息妇 | 儿妇 | 子妇 | 小妇 | 少奶奶 | 少夫人	自己→第1代晚輩(子系男)→配偶	兒媳 | 兒媳婦|兒媳婦兒|新婦|新婦囝|心抱|息婦|兒婦|子婦		True	自己→第1代晚輩(子系男)→配偶	兒媳 | 兒媳婦|兒媳婦兒|新婦|新婦囝|心抱|息婦|兒婦|子婦		True		兒媳	一致
347	387	s,w,f	s,w,f	S.SP.F	亲家公	亲家公	子女的配偶的父母	親家公		True	子女的配偶的父母	親家公		True		親家公	一致
348	388 | 389	s,w,f,f&o | s,w,f,f&l	s,w,f,f	S.SP.F.F	姻伯 | 姻叔	姻伯 | 姻叔	自己→男→配偶→其親屬	男眷父		True	自己→男→配偶→其親屬	男眷父		True		男眷父	已收編：男眷父
349	390	s,w,m	s,w,m	S.SP.M	亲家母	亲家母	子女的配偶的父母	親家母		True	子女的配偶的父母	親家母		True		親家母	一致
350	391	s,w,xb	s,w,xb	S.SP.OB	姻侄	姻侄 | 世侄	子女的配偶的兄弟姐妹	姻姪 | 世姪		True	子女的配偶的兄弟姐妹	姻姪 | 世姪		True		姻姪	一致
351	397	s,w,xb,d	s,w,xb,d	S.SP.OB.D	姻侄孙女	姻侄孙女	自己→男→配偶→其親屬	男眷孫女		True	自己→男→配偶→其親屬	男眷孫女		True		男眷孫女	已收編：男眷孫女
352	395	s,w,xb,s	s,w,xb,s	S.SP.OB.S	姻侄孙	姻侄孙	自己→男→配偶→其親屬	男眷孫男		True	自己→男→配偶→其親屬	男眷孫男		True		男眷孫男	已收編：男眷孫男
353	393	s,w,xb,w	s,w,xb,w	S.SP.OB.SP	姻侄媳	姻侄媳	自己→兒子→配偶→妻側姪婦	兒子眷姪婦		True	自己→兒子→配偶→妻側姪婦	兒子眷姪婦		True		兒子眷姪婦	已收編：兒子眷姪婦
354	399	s,w,xs	s,w,xs	S.SP.OS	姻侄女	姻侄女	子女的配偶的兄弟姐妹	姻姪女		True	子女的配偶的兄弟姐妹	姻姪女		True		姻姪女	一致
355	405	s,w,xs,d	s,w,xs,d	S.SP.OS.D	姻侄外孙女	姻侄外孙女	自己→男→配偶→其親屬	男眷外孫女		True	自己→男→配偶→其親屬	男眷外孫女		True		男眷外孫女	已收編：男眷外孫女
356	403	s,w,xs,s	s,w,xs,s	S.SP.OS.S	姻侄外孙	姻侄外孙	自己→男→配偶→其親屬	男眷外孫男		True	自己→男→配偶→其親屬	男眷外孫男		True		男眷外孫男	已收編：男眷外孫男
